code_commune_insee,nom_commune,code_epci,type_scrutin,annee,tour,parti_en_tete,candidat_en_tete,voix_en_tete,voix_pct_en_tete,turnout_pct,blancs_pct,nuls_pct
44009,Basse-Goulaine,244400404,europeenne,2014,1,fn,fn,664,0.24981188863807374,0.45,0.03,0.02
44018,Bouaye,244400404,europeenne,2014,1,fn,fn,572,0.25,0.45,0.029999999999999995,0.02
44020,Bouguenais,244400404,europeenne,2014,1,fn,fn,1423,0.2500878734622144,0.45,0.03,0.02
44024,Brains,244400404,europeenne,2014,1,fn,fn,191,0.2503276539973788,0.44999999999999996,0.030000000000000002,0.02
44026,Carquefou,244400404,europeenne,2014,1,fn,fn,1419,0.2500440528634361,0.45,0.030000000000000002,0.02
44047,Couëron,244400404,europeenne,2014,1,fn,fn,1626,0.2499231478635106,0.45,0.03,0.02
44074,Indre,244400404,europeenne,2014,1,fn,fn,288,0.24978317432784042,0.45,0.03,0.02
44035,La Chapelle-sur-Erdre,244400404,europeenne,2014,1,fn,fn,1415,0.24995583819113232,0.45,0.029999999999999995,0.02
44101,La Montagne,244400404,europeenne,2014,1,fn,fn,451,0.25013865779256794,0.45,0.03,0.02
44120,Le Pellerin,244400404,europeenne,2014,1,fn,fn,369,0.2503392130257802,0.45,0.03,0.02
44198,Les Sorinières,244400404,europeenne,2014,1,fn,fn,633,0.25,0.45,0.03,0.02
44094,Mauves-sur-Loire,244400404,europeenne,2014,1,fn,fn,234,0.24946695095948826,0.45,0.03,0.02
44109,Nantes,244400404,europeenne,2014,1,fn,fn,22459,0.25000556582140393,0.44999999999999996,0.03,0.02
44114,Orvault,244400404,europeenne,2014,1,fn,fn,1958,0.25,0.44999999999999996,0.03,0.02
44143,Rezé,244400404,europeenne,2014,1,fn,fn,2995,0.25,0.45,0.03,0.02
44150,Saint-Aignan-Grandlieu,244400404,europeenne,2014,1,fn,fn,276,0.25022665457842247,0.45,0.03,0.02
44162,Saint-Herblain,244400404,europeenne,2014,1,fn,fn,3493,0.24998210835182136,0.45,0.03,0.02
44166,Saint-Jean-de-Boiseau,244400404,europeenne,2014,1,fn,fn,416,0.24984984984984984,0.45,0.03,0.02
44171,Saint-Léger-les-Vignes,244400404,europeenne,2014,1,fn,fn,146,0.25,0.45000000000000007,0.030000000000000002,0.02
44190,Saint-Sébastien-sur-Loire,244400404,europeenne,2014,1,fn,fn,1960,0.24996811631169494,0.45,0.03,0.02
44172,Sainte-Luce-sur-Loire,244400404,europeenne,2014,1,fn,fn,1121,0.25,0.45000000000000007,0.029999999999999995,0.02
44194,Sautron,244400404,europeenne,2014,1,fn,fn,590,0.2502120441051739,0.45,0.03,0.02
44204,Thouaré-sur-Loire,244400404,europeenne,2014,1,fn,fn,757,0.25,0.44999999999999996,0.03,0.02
44215,Vertou,244400404,europeenne,2014,1,fn,fn,1800,0.2500694637399278,0.45,0.03,0.02
