code_commune_insee,nom_commune,code_epci,type_scrutin,annee,tour,parti_en_tete,candidat_en_tete,voix_en_tete,voix_pct_en_tete,turnout_pct,blancs_pct,nuls_pct
44009,Basse-Goulaine,244400404,legislative,2012,1,ps,ps,1204,0.31995748073345737,0.65,0.03,0.02
44018,Bouaye,244400404,legislative,2012,1,ps,ps,1037,0.31996297439062016,0.65,0.03,0.020000000000000004
44020,Bouguenais,244400404,legislative,2012,1,ps,ps,2578,0.31997021223780564,0.65,0.03,0.02
44024,Brains,244400404,legislative,2012,1,ps,ps,346,0.32037037037037036,0.65,0.03,0.02
44026,Carquefou,244400404,legislative,2012,1,ps,ps,2571,0.3199352911896466,0.65,0.03,0.02
44047,Couëron,244400404,legislative,2012,1,ps,ps,2948,0.3200173686495875,0.65,0.029999999999999995,0.02
44074,Indre,244400404,legislative,2012,1,ps,ps,523,0.320269442743417,0.65,0.03,0.02
44035,La Chapelle-sur-Erdre,244400404,legislative,2012,1,ps,ps,2565,0.3200249532127261,0.65,0.03,0.02
44101,La Montagne,244400404,legislative,2012,1,ps,ps,817,0.320141065830721,0.65,0.03,0.02
44120,Le Pellerin,244400404,legislative,2012,1,ps,ps,668,0.31992337164750956,0.65,0.030000000000000002,0.02
44198,Les Sorinières,244400404,legislative,2012,1,ps,ps,1147,0.3198549916341327,0.65,0.03,0.02
44094,Mauves-sur-Loire,244400404,legislative,2012,1,ps,ps,425,0.3200301204819277,0.65,0.03,0.02
44109,Nantes,244400404,legislative,2012,1,ps,ps,40705,0.3200003144579923,0.65,0.03,0.02
44114,Orvault,244400404,legislative,2012,1,ps,ps,3549,0.3200180342651037,0.65,0.029999999999999995,0.02
44143,Rezé,244400404,legislative,2012,1,ps,ps,5428,0.31999056770618406,0.65,0.03,0.02
44150,Saint-Aignan-Grandlieu,244400404,legislative,2012,1,ps,ps,500,0.3201024327784891,0.65,0.029999999999999995,0.020000000000000004
44162,Saint-Herblain,244400404,legislative,2012,1,ps,ps,6331,0.31998989133181704,0.65,0.03,0.02
44166,Saint-Jean-de-Boiseau,244400404,legislative,2012,1,ps,ps,754,0.3198981756470089,0.65,0.03,0.02
44171,Saint-Léger-les-Vignes,244400404,legislative,2012,1,ps,ps,265,0.32043530834340994,0.65,0.029999999999999995,0.02
44190,Saint-Sébastien-sur-Loire,244400404,legislative,2012,1,ps,ps,3553,0.32000360262991984,0.65,0.03,0.02
44172,Sainte-Luce-sur-Loire,244400404,legislative,2012,1,ps,ps,2032,0.32,0.65,0.03,0.02
44194,Sautron,244400404,legislative,2012,1,ps,ps,1069,0.320059880239521,0.65,0.03,0.02
44204,Thouaré-sur-Loire,244400404,legislative,2012,1,ps,ps,1372,0.32003732213669234,0.65,0.03,0.02
44215,Vertou,244400404,legislative,2012,1,ps,ps,3262,0.32002354557048956,0.65,0.029999999999999995,0.02
