code_commune_insee,nom_commune,code_epci,type_scrutin,annee,tour,parti_en_tete,candidat_en_tete,voix_en_tete,voix_pct_en_tete,turnout_pct,blancs_pct,nuls_pct
44009,Basse-Goulaine,244400404,presidentielle,2017,2,macron,macron,3890,0.8500874125874126,0.76,0.04,0.02
44018,Bouaye,244400404,presidentielle,2017,2,macron,macron,3349,0.85,0.76,0.04,0.02
44020,Bouguenais,244400404,presidentielle,2017,2,macron,macron,8328,0.850056139634582,0.7599999999999999,0.04,0.02
44024,Brains,244400404,presidentielle,2017,2,macron,macron,1116,0.84996191926885,0.76,0.04,0.02
44026,Carquefou,244400404,presidentielle,2017,2,macron,macron,8305,0.8499641797154845,0.76,0.04,0.02
44047,Couëron,244400404,presidentielle,2017,2,macron,macron,9521,0.8500133916614588,0.76,0.04,0.02
44074,Indre,244400404,presidentielle,2017,2,macron,macron,1688,0.8503778337531486,0.76,0.04,0.02
44035,La Chapelle-sur-Erdre,244400404,presidentielle,2017,2,macron,macron,8284,0.8499897393802586,0.76,0.04,0.02
44101,La Montagne,244400404,presidentielle,2017,2,macron,macron,2637,0.8498227521753142,0.76,0.04,0.02
44120,Le Pellerin,244400404,presidentielle,2017,2,macron,macron,2158,0.8502758077226162,0.76,0.04,0.02
44198,Les Sorinières,244400404,presidentielle,2017,2,macron,macron,3706,0.85,0.76,0.04,0.02
44094,Mauves-sur-Loire,244400404,presidentielle,2017,2,macron,macron,1372,0.8500619578686494,0.76,0.04,0.02
44109,Nantes,244400404,presidentielle,2017,2,macron,macron,131471,0.8500042024684653,0.76,0.04,0.02
44114,Orvault,244400404,presidentielle,2017,2,macron,macron,11462,0.849981460882462,0.76,0.04,0.02
44143,Rezé,244400404,presidentielle,2017,2,macron,macron,17532,0.8499951517502182,0.76,0.04,0.02
44150,Saint-Aignan-Grandlieu,244400404,presidentielle,2017,2,macron,macron,1614,0.8499210110584519,0.76,0.04,0.02
44162,Saint-Herblain,244400404,presidentielle,2017,2,macron,macron,20448,0.8499812944257389,0.76,0.04,0.02
44166,Saint-Jean-de-Boiseau,244400404,presidentielle,2017,2,macron,macron,2436,0.8499651081646895,0.76,0.04,0.02
44171,Saint-Léger-les-Vignes,244400404,presidentielle,2017,2,macron,macron,855,0.8499005964214712,0.76,0.04,0.02
44190,Saint-Sébastien-sur-Loire,244400404,presidentielle,2017,2,macron,macron,11475,0.85,0.76,0.04,0.02
44172,Sainte-Luce-sur-Loire,244400404,presidentielle,2017,2,macron,macron,6563,0.8500194275352934,0.7599999999999999,0.04,0.02
44194,Sautron,244400404,presidentielle,2017,2,macron,macron,3452,0.8500369367150948,0.76,0.04,0.02
44204,Thouaré-sur-Loire,244400404,presidentielle,2017,2,macron,macron,4431,0.8499904085938998,0.76,0.04,0.02
44215,Vertou,244400404,presidentielle,2017,2,macron,macron,10535,0.8500080684202034,0.76,0.04,0.02
