code_commune_insee,nom_commune,code_epci,type_scrutin,annee,tour,parti_en_tete,candidat_en_tete,voix_en_tete,voix_pct_en_tete,turnout_pct,blancs_pct,nuls_pct
44009,Basse-Goulaine,244400404,municipale,2014,1,ps,ps,1104,0.3399014778325123,0.55,0.03,0.02
44018,Bouaye,244400404,municipale,2014,1,ps,ps,951,0.34000715051841257,0.55,0.03,0.02
44020,Bouguenais,244400404,municipale,2014,1,ps,ps,2365,0.3400431344356578,0.55,0.03,0.02
44024,Brains,244400404,municipale,2014,1,ps,ps,317,0.34012875536480686,0.55,0.03,0.02
44026,Carquefou,244400404,municipale,2014,1,ps,ps,2358,0.3399653979238754,0.55,0.03,0.02
44047,Couëron,244400404,municipale,2014,1,ps,ps,2703,0.33995723808325995,0.55,0.03,0.02
44074,Indre,244400404,municipale,2014,1,ps,ps,478,0.33924769339957417,0.55,0.030000000000000002,0.02
44035,La Chapelle-sur-Erdre,244400404,municipale,2014,1,ps,ps,2352,0.33993351640410463,0.55,0.03,0.02
44101,La Montagne,244400404,municipale,2014,1,ps,ps,749,0.33999092147072174,0.55,0.03,0.02
44120,Le Pellerin,244400404,municipale,2014,1,ps,ps,613,0.3401775804661487,0.55,0.03,0.02
44198,Les Sorinières,244400404,municipale,2014,1,ps,ps,1052,0.3399030694668821,0.55,0.03,0.02
44094,Mauves-sur-Loire,244400404,municipale,2014,1,ps,ps,390,0.3403141361256545,0.55,0.03,0.02
44109,Nantes,244400404,municipale,2014,1,ps,ps,37331,0.34000018215433936,0.55,0.03,0.02
44114,Orvault,244400404,municipale,2014,1,ps,ps,3255,0.3400543251149185,0.55,0.03,0.02
44143,Rezé,244400404,municipale,2014,1,ps,ps,4978,0.3399808769293812,0.55,0.03,0.02
44150,Saint-Aignan-Grandlieu,244400404,municipale,2014,1,ps,ps,458,0.3397626112759644,0.55,0.03,0.02
44162,Saint-Herblain,244400404,municipale,2014,1,ps,ps,5806,0.3399695514697271,0.55,0.029999999999999995,0.02
44166,Saint-Jean-de-Boiseau,244400404,municipale,2014,1,ps,ps,692,0.34004914004914005,0.55,0.03,0.02
44171,Saint-Léger-les-Vignes,244400404,municipale,2014,1,ps,ps,243,0.3403361344537815,0.55,0.030000000000000002,0.02
44190,Saint-Sébastien-sur-Loire,244400404,municipale,2014,1,ps,ps,3257,0.33987269122404257,0.55,0.03,0.02
44172,Sainte-Luce-sur-Loire,244400404,municipale,2014,1,ps,ps,1863,0.3399014778325123,0.55,0.03,0.02
44194,Sautron,244400404,municipale,2014,1,ps,ps,980,0.34004163775156143,0.55,0.03,0.02
44204,Thouaré-sur-Loire,244400404,municipale,2014,1,ps,ps,1259,0.34017833018103216,0.55,0.03,0.02
44215,Vertou,244400404,municipale,2014,1,ps,ps,2990,0.3398499659013412,0.55,0.03,0.02
