code_commune_insee,nom_commune,code_epci,type_scrutin,annee,tour,parti_en_tete,candidat_en_tete,voix_en_tete,voix_pct_en_tete,turnout_pct,blancs_pct,nuls_pct
44009,Basse-Goulaine,244400404,presidentielle,2022,1,melenchon,melenchon,1661,0.3320007995202878,0.7550139848425627,0.012075004874375576,0.0036776323308927838
44018,Bouaye,244400404,presidentielle,2022,1,melenchon,melenchon,1430,0.3319405756731662,0.7550139848425627,0.012075004874375576,0.0036776323308927838
44020,Bouguenais,244400404,presidentielle,2022,1,melenchon,melenchon,3556,0.33199514517785456,0.7550139848425627,0.012075004874375576,0.003677632330892784
44024,Brains,244400404,presidentielle,2022,1,melenchon,melenchon,477,0.3321727019498607,0.7550139848425627,0.012075004874375574,0.003677632330892784
44026,Carquefou,244400404,presidentielle,2022,1,melenchon,melenchon,3544,0.33177307620295826,0.7550139848425628,0.012075004874375576,0.003677632330892784
44047,Couëron,244400404,presidentielle,2022,1,melenchon,melenchon,4066,0.3320267842560836,0.7550139848425627,0.012075004874375576,0.0036776323308927838
44074,Indre,244400404,presidentielle,2022,1,melenchon,melenchon,719,0.3313364055299539,0.7550139848425627,0.012075004874375576,0.003677632330892784
44035,La Chapelle-sur-Erdre,244400404,presidentielle,2022,1,melenchon,melenchon,3539,0.3321445330830596,0.7550139848425627,0.012075004874375576,0.0036776323308927838
44101,La Montagne,244400404,presidentielle,2022,1,melenchon,melenchon,1127,0.33215443560271146,0.7550139848425627,0.012075004874375576,0.0036776323308927838
44120,Le Pellerin,244400404,presidentielle,2022,1,melenchon,melenchon,921,0.3318918918918919,0.7550139848425627,0.012075004874375576,0.0036776323308927838
44198,Les Sorinières,244400404,presidentielle,2022,1,melenchon,melenchon,1582,0.33193453629878306,0.7550139848425625,0.012075004874375576,0.003677632330892784
44094,Mauves-sur-Loire,244400404,presidentielle,2022,1,melenchon,melenchon,586,0.3320113314447592,0.7550139848425627,0.012075004874375576,0.0036776323308927838
44109,Nantes,244400404,presidentielle,2022,1,melenchon,melenchon,56137,0.3319830155651228,0.7550139848425628,0.012075004874375576,0.0036776323308927838
44114,Orvault,244400404,presidentielle,2022,1,melenchon,melenchon,4896,0.3320898053313437,0.7550139848425627,0.012075004874375576,0.0036776323308927838
44143,Rezé,244400404,presidentielle,2022,1,melenchon,melenchon,7486,0.3319881147722737,0.7550139848425627,0.012075004874375576,0.0036776323308927838
44150,Saint-Aignan-Grandlieu,244400404,presidentielle,2022,1,melenchon,melenchon,689,0.33188824662813105,0.7550139848425627,0.012075004874375576,0.0036776323308927838
44162,Saint-Herblain,244400404,presidentielle,2022,1,melenchon,melenchon,8732,0.3320025854530246,0.7550139848425627,0.012075004874375576,0.0036776323308927838
44166,Saint-Jean-de-Boiseau,244400404,presidentielle,2022,1,melenchon,melenchon,1040,0.3318442884492661,0.7550139848425627,0.012075004874375576,0.0036776323308927838
44171,Saint-Léger-les-Vignes,244400404,presidentielle,2022,1,melenchon,melenchon,365,0.33181818181818185,0.7550139848425627,0.012075004874375576,0.003677632330892784
44190,Saint-Sébastien-sur-Loire,244400404,presidentielle,2022,1,melenchon,melenchon,4900,0.33200081306321566,0.7550139848425627,0.012075004874375576,0.0036776323308927838
44172,Sainte-Luce-sur-Loire,244400404,presidentielle,2022,1,melenchon,melenchon,2802,0.33195119061722544,0.7550139848425627,0.012075004874375576,0.0036776323308927838
44194,Sautron,244400404,presidentielle,2022,1,melenchon,melenchon,1474,0.3320567695426898,0.7550139848425627,0.012075004874375576,0.0036776323308927833
44204,Thouaré-sur-Loire,244400404,presidentielle,2022,1,melenchon,melenchon,1892,0.33198806808211967,0.7550139848425627,0.012075004874375576,0.0036776323308927838
44215,Vertou,244400404,presidentielle,2022,1,melenchon,melenchon,4498,0.33195571955719555,0.7550139848425627,0.012075004874375577,0.0036776323308927838
