code_commune_insee,nom_commune,code_epci,type_scrutin,annee,tour,parti_en_tete,candidat_en_tete,voix_en_tete,voix_pct_en_tete,turnout_pct,blancs_pct,nuls_pct
44009,Basse-Goulaine,244400404,legislative,2022,1,re,re,1535,0.4000521240552515,0.6,0.03,0.02
44018,Bouaye,244400404,legislative,2022,1,re,re,1322,0.4001210653753027,0.6,0.03,0.02
44020,Bouguenais,244400404,legislative,2022,1,re,re,3286,0.4,0.6,0.03,0.02
44024,Brains,244400404,legislative,2022,1,re,re,441,0.40054495912806537,0.6,0.030000000000000002,0.02
44026,Carquefou,244400404,legislative,2022,1,re,re,3277,0.3999755889173685,0.6,0.030000000000000002,0.02
44047,Couëron,244400404,legislative,2022,1,re,re,3757,0.39997870754817416,0.6,0.029999999999999995,0.02
44074,Indre,244400404,legislative,2022,1,re,re,666,0.4,0.6,0.03,0.02
44035,La Chapelle-sur-Erdre,244400404,legislative,2022,1,re,re,3269,0.39997552918145113,0.6,0.03,0.02
44101,La Montagne,244400404,legislative,2022,1,re,re,1041,0.39992316557817903,0.6,0.03,0.02
44120,Le Pellerin,244400404,legislative,2022,1,re,re,852,0.4001878816345702,0.6,0.03,0.02
44198,Les Sorinières,244400404,legislative,2022,1,re,re,1462,0.399890590809628,0.6,0.03,0.019999999999999997
44094,Mauves-sur-Loire,244400404,legislative,2022,1,re,re,542,0.40029542097488924,0.6,0.03,0.02
44109,Nantes,244400404,legislative,2022,1,re,re,51881,0.3999984580156203,0.6,0.03,0.02
44114,Orvault,244400404,legislative,2022,1,re,re,4523,0.3999823134064379,0.6,0.03,0.02
44143,Rezé,244400404,legislative,2022,1,re,re,6919,0.40003469010175763,0.6,0.03,0.02
44150,Saint-Aignan-Grandlieu,244400404,legislative,2022,1,re,re,637,0.4001256281407035,0.6,0.03,0.020000000000000004
44162,Saint-Herblain,244400404,legislative,2022,1,re,re,8070,0.40001982750074355,0.6,0.03,0.02
44166,Saint-Jean-de-Boiseau,244400404,legislative,2022,1,re,re,962,0.4001663893510815,0.6,0.030000000000000002,0.02
44171,Saint-Léger-les-Vignes,244400404,legislative,2022,1,re,re,337,0.3997627520759193,0.6,0.03,0.02
44190,Saint-Sébastien-sur-Loire,244400404,legislative,2022,1,re,re,4528,0.39996466743220566,0.6,0.03,0.02
44172,Sainte-Luce-sur-Loire,244400404,legislative,2022,1,re,re,2590,0.4,0.6,0.03,0.02
44194,Sautron,244400404,legislative,2022,1,re,re,1362,0.4,0.6,0.03,0.020000000000000004
44204,Thouaré-sur-Loire,244400404,legislative,2022,1,re,re,1749,0.4001372683596431,0.6,0.03,0.02
44215,Vertou,244400404,legislative,2022,1,re,re,4157,0.39998075627826424,0.6,0.03,0.02
